path,type,git_state,likely_phase,keep_status,reason,recommended_destination
blind_arbiter/results/audit_report.md,result,tracked,blind_arbiter,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",packages/blind_arbiter/results/audit_report.md
blind_arbiter/results/corr_sa_over_time.svg,result,tracked,blind_arbiter,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",packages/blind_arbiter/results/corr_sa_over_time.svg
blind_arbiter/results/failure_mode_camouflage.svg,result,tracked,blind_arbiter,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",packages/blind_arbiter/results/failure_mode_camouflage.svg
blind_arbiter/results/failure_mode_collective_hack.svg,result,tracked,blind_arbiter,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",packages/blind_arbiter/results/failure_mode_collective_hack.svg
blind_arbiter/results/failure_mode_collective_punishment.svg,result,tracked,blind_arbiter,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",packages/blind_arbiter/results/failure_mode_collective_punishment.svg
blind_arbiter/results/permanence_survival.svg,result,tracked,blind_arbiter,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",packages/blind_arbiter/results/permanence_survival.svg
blind_arbiter/results/raw,result,tracked,blind_arbiter,archive_candidate,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",packages/blind_arbiter/results/raw
blind_arbiter/results/raw/results.csv,result,tracked,blind_arbiter,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",packages/blind_arbiter/results/raw/results.csv
blind_arbiter/results/raw/results.json,result,tracked,blind_arbiter,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",packages/blind_arbiter/results/raw/results.json
blind_arbiter/results/report.md,result,tracked,blind_arbiter,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",packages/blind_arbiter/results/report.md
blind_arbiter/results/run_manifest.json,result,tracked,blind_arbiter,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",packages/blind_arbiter/results/run_manifest.json
blind_arbiter/results/validation_report.md,result,tracked,blind_arbiter,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",packages/blind_arbiter/results/validation_report.md
blind_arbiter/run.py,code,tracked,blind_arbiter,keep_reference,extracted focused package identified by top-level README as active/current direction,packages/blind_arbiter/run.py
blind_arbiter/strategic_camouflage,experiment,tracked,blind_arbiter,keep_reference,extracted focused package identified by top-level README as active/current direction,packages/blind_arbiter/strategic_camouflage
blind_arbiter/strategic_camouflage/SPEC.md,experiment,tracked,blind_arbiter,keep_reference,extracted focused package identified by top-level README as active/current direction,packages/blind_arbiter/strategic_camouflage/SPEC.md
blind_arbiter/strategic_camouflage/results,result,tracked,blind_arbiter,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",packages/blind_arbiter/strategic_camouflage/results
blind_arbiter/strategic_camouflage/results/concealment_surface_strong_gamma.svg,result,tracked,blind_arbiter,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",packages/blind_arbiter/strategic_camouflage/results/concealment_surface_strong_gamma.svg
blind_arbiter/strategic_camouflage/results/gamma_audit_off.svg,result,tracked,blind_arbiter,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",packages/blind_arbiter/strategic_camouflage/results/gamma_audit_off.svg
blind_arbiter/strategic_camouflage/results/permanence_surface_strong_gamma.svg,result,tracked,blind_arbiter,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",packages/blind_arbiter/strategic_camouflage/results/permanence_surface_strong_gamma.svg
blind_arbiter/strategic_camouflage/results/raw,result,tracked,blind_arbiter,archive_candidate,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",packages/blind_arbiter/strategic_camouflage/results/raw
blind_arbiter/strategic_camouflage/results/report.md,result,tracked,blind_arbiter,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",packages/blind_arbiter/strategic_camouflage/results/report.md
blind_arbiter/strategic_camouflage/results/run_manifest.json,result,tracked,blind_arbiter,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",packages/blind_arbiter/strategic_camouflage/results/run_manifest.json
blind_arbiter/strategic_camouflage/results/validation_report.md,result,tracked,blind_arbiter,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",packages/blind_arbiter/strategic_camouflage/results/validation_report.md
blind_arbiter/strategic_camouflage/run.py,code,tracked,blind_arbiter,keep_reference,extracted focused package identified by top-level README as active/current direction,packages/blind_arbiter/strategic_camouflage/run.py
experiments,experiment,tracked+untracked+ignored,unknown,needs_human_review,insufficient organization signal; review before moving,experiments
experiments/01_goodhart_bench,experiment,tracked+ignored,experiments_01_08,keep_reference,tracked legacy experiment series described by experiments/README and validation_summary,experiments/01_goodhart_bench
experiments/01_goodhart_bench/README.md,memo,tracked,experiments_01_08,keep_reference,tracked legacy experiment series described by experiments/README and validation_summary,experiments/01_goodhart_bench/README.md
experiments/01_goodhart_bench/SPEC.md,experiment,tracked,experiments_01_08,keep_reference,tracked legacy experiment series described by experiments/README and validation_summary,experiments/01_goodhart_bench/SPEC.md
experiments/01_goodhart_bench/__pycache__,archive,ignored,experiments_01_08,delete_candidate,generated interpreter/test cache; not research evidence,no destination; remove from working tree after approval or keep ignored locally
experiments/01_goodhart_bench/results,result,tracked,experiments_01_08,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/01_goodhart_bench/results
experiments/01_goodhart_bench/results/raw,result,tracked,experiments_01_08,archive_candidate,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/01_goodhart_bench/results/raw
experiments/01_goodhart_bench/results/report.md,result,tracked,experiments_01_08,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/01_goodhart_bench/results/report.md
experiments/01_goodhart_bench/results/run_manifest.json,result,tracked,experiments_01_08,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/01_goodhart_bench/results/run_manifest.json
experiments/01_goodhart_bench/results/true_reward_vs_pressure.svg,result,tracked,experiments_01_08,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/01_goodhart_bench/results/true_reward_vs_pressure.svg
experiments/01_goodhart_bench/results/validation_report.md,result,tracked,experiments_01_08,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/01_goodhart_bench/results/validation_report.md
experiments/01_goodhart_bench/run.py,code,tracked,experiments_01_08,keep_reference,tracked legacy experiment series described by experiments/README and validation_summary,experiments/01_goodhart_bench/run.py
experiments/02_hedger_vs_incomplete,experiment,tracked+ignored,experiments_01_08,keep_reference,tracked legacy experiment series described by experiments/README and validation_summary,experiments/02_hedger_vs_incomplete
experiments/02_hedger_vs_incomplete/README.md,memo,tracked,experiments_01_08,keep_reference,tracked legacy experiment series described by experiments/README and validation_summary,experiments/02_hedger_vs_incomplete/README.md
experiments/02_hedger_vs_incomplete/SPEC.md,experiment,tracked,experiments_01_08,keep_reference,tracked legacy experiment series described by experiments/README and validation_summary,experiments/02_hedger_vs_incomplete/SPEC.md
experiments/02_hedger_vs_incomplete/__pycache__,archive,ignored,experiments_01_08,delete_candidate,generated interpreter/test cache; not research evidence,no destination; remove from working tree after approval or keep ignored locally
experiments/02_hedger_vs_incomplete/results,result,tracked,experiments_01_08,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/02_hedger_vs_incomplete/results
experiments/02_hedger_vs_incomplete/results/raw,result,tracked,experiments_01_08,archive_candidate,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/02_hedger_vs_incomplete/results/raw
experiments/02_hedger_vs_incomplete/results/report.md,result,tracked,experiments_01_08,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/02_hedger_vs_incomplete/results/report.md
experiments/02_hedger_vs_incomplete/results/run_manifest.json,result,tracked,experiments_01_08,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/02_hedger_vs_incomplete/results/run_manifest.json
experiments/02_hedger_vs_incomplete/results/survival_by_environment.svg,result,tracked,experiments_01_08,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/02_hedger_vs_incomplete/results/survival_by_environment.svg
experiments/02_hedger_vs_incomplete/results/validation_report.md,result,tracked,experiments_01_08,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/02_hedger_vs_incomplete/results/validation_report.md
experiments/02_hedger_vs_incomplete/run.py,code,tracked,experiments_01_08,keep_reference,tracked legacy experiment series described by experiments/README and validation_summary,experiments/02_hedger_vs_incomplete/run.py
experiments/03_silence_vs_fabrication,experiment,tracked+ignored,experiments_01_08,keep_reference,tracked legacy experiment series described by experiments/README and validation_summary,experiments/03_silence_vs_fabrication
experiments/03_silence_vs_fabrication/README.md,memo,tracked,experiments_01_08,keep_reference,tracked legacy experiment series described by experiments/README and validation_summary,experiments/03_silence_vs_fabrication/README.md
experiments/03_silence_vs_fabrication/SPEC.md,experiment,tracked,experiments_01_08,keep_reference,tracked legacy experiment series described by experiments/README and validation_summary,experiments/03_silence_vs_fabrication/SPEC.md
experiments/03_silence_vs_fabrication/__pycache__,archive,ignored,experiments_01_08,delete_candidate,generated interpreter/test cache; not research evidence,no destination; remove from working tree after approval or keep ignored locally
experiments/03_silence_vs_fabrication/results,result,tracked,experiments_01_08,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/03_silence_vs_fabrication/results
experiments/03_silence_vs_fabrication/results/fabrication_rates.svg,result,tracked,experiments_01_08,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/03_silence_vs_fabrication/results/fabrication_rates.svg
experiments/03_silence_vs_fabrication/results/model_selection/selection_report.md,result,tracked,experiments_01_08,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/03_silence_vs_fabrication/results/model_selection/selection_report.md
experiments/03_silence_vs_fabrication/results/model_selection/selection_rows.csv,result,tracked,experiments_01_08,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/03_silence_vs_fabrication/results/model_selection/selection_rows.csv
experiments/03_silence_vs_fabrication/results/model_selection/selection_summary.csv,result,tracked,experiments_01_08,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/03_silence_vs_fabrication/results/model_selection/selection_summary.csv
experiments/03_silence_vs_fabrication/results/model_selection/selection_summary.json,result,tracked,experiments_01_08,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/03_silence_vs_fabrication/results/model_selection/selection_summary.json
experiments/03_silence_vs_fabrication/results/raw,result,tracked,experiments_01_08,archive_candidate,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/03_silence_vs_fabrication/results/raw
experiments/03_silence_vs_fabrication/results/report.md,result,tracked,experiments_01_08,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/03_silence_vs_fabrication/results/report.md
experiments/03_silence_vs_fabrication/results/run_manifest.json,result,tracked,experiments_01_08,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/03_silence_vs_fabrication/results/run_manifest.json
experiments/03_silence_vs_fabrication/results/validation_report.md,result,tracked,experiments_01_08,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/03_silence_vs_fabrication/results/validation_report.md
experiments/03_silence_vs_fabrication/run.py,code,tracked,experiments_01_08,keep_reference,tracked legacy experiment series described by experiments/README and validation_summary,experiments/03_silence_vs_fabrication/run.py
experiments/03_silence_vs_fabrication/tools,code,tracked+ignored,experiments_01_08,keep_reference,tracked legacy experiment series described by experiments/README and validation_summary,experiments/03_silence_vs_fabrication/tools
experiments/03_silence_vs_fabrication/tools/__pycache__,archive,ignored,experiments_01_08,delete_candidate,generated interpreter/test cache; not research evidence,no destination; remove from working tree after approval or keep ignored locally
experiments/03_silence_vs_fabrication/tools/llama_server_backend.py,code,tracked,experiments_01_08,keep_reference,tracked legacy experiment series described by experiments/README and validation_summary,experiments/03_silence_vs_fabrication/tools/llama_server_backend.py
experiments/03_silence_vs_fabrication/tools/reclassify_existing.py,code,tracked,experiments_01_08,keep_reference,tracked legacy experiment series described by experiments/README and validation_summary,experiments/03_silence_vs_fabrication/tools/reclassify_existing.py
experiments/03_silence_vs_fabrication/tools/select_llama_model.py,code,tracked,experiments_01_08,keep_reference,tracked legacy experiment series described by experiments/README and validation_summary,experiments/03_silence_vs_fabrication/tools/select_llama_model.py
experiments/04_admissible_set_core,experiment,tracked+ignored,experiments_01_08,keep_reference,tracked legacy experiment series described by experiments/README and validation_summary,experiments/04_admissible_set_core
experiments/04_admissible_set_core/README.md,memo,tracked,experiments_01_08,keep_reference,tracked legacy experiment series described by experiments/README and validation_summary,experiments/04_admissible_set_core/README.md
experiments/04_admissible_set_core/SPEC.md,experiment,tracked,experiments_01_08,keep_reference,tracked legacy experiment series described by experiments/README and validation_summary,experiments/04_admissible_set_core/SPEC.md
experiments/04_admissible_set_core/__pycache__,archive,ignored,experiments_01_08,delete_candidate,generated interpreter/test cache; not research evidence,no destination; remove from working tree after approval or keep ignored locally
experiments/04_admissible_set_core/results,result,tracked,experiments_01_08,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/04_admissible_set_core/results
experiments/04_admissible_set_core/results/admissible_set_size.svg,result,tracked,experiments_01_08,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/04_admissible_set_core/results/admissible_set_size.svg
experiments/04_admissible_set_core/results/raw,result,tracked,experiments_01_08,archive_candidate,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/04_admissible_set_core/results/raw
experiments/04_admissible_set_core/results/report.md,result,tracked,experiments_01_08,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/04_admissible_set_core/results/report.md
experiments/04_admissible_set_core/results/run_manifest.json,result,tracked,experiments_01_08,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/04_admissible_set_core/results/run_manifest.json
experiments/04_admissible_set_core/results/validation_report.md,result,tracked,experiments_01_08,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/04_admissible_set_core/results/validation_report.md
experiments/04_admissible_set_core/run.py,code,tracked,experiments_01_08,keep_reference,tracked legacy experiment series described by experiments/README and validation_summary,experiments/04_admissible_set_core/run.py
experiments/05_reflective_stability_of_incompleteness,experiment,tracked+ignored,experiments_01_08,keep_reference,tracked legacy experiment series described by experiments/README and validation_summary,experiments/05_reflective_stability_of_incompleteness
experiments/05_reflective_stability_of_incompleteness/README.md,memo,tracked,experiments_01_08,keep_reference,tracked legacy experiment series described by experiments/README and validation_summary,experiments/05_reflective_stability_of_incompleteness/README.md
experiments/05_reflective_stability_of_incompleteness/SPEC.md,experiment,tracked,experiments_01_08,keep_reference,tracked legacy experiment series described by experiments/README and validation_summary,experiments/05_reflective_stability_of_incompleteness/SPEC.md
experiments/05_reflective_stability_of_incompleteness/__pycache__,archive,ignored,experiments_01_08,delete_candidate,generated interpreter/test cache; not research evidence,no destination; remove from working tree after approval or keep ignored locally
experiments/05_reflective_stability_of_incompleteness/results,result,tracked,experiments_01_08,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/05_reflective_stability_of_incompleteness/results
experiments/05_reflective_stability_of_incompleteness/results/partial_stability_heatmap.svg,result,tracked,experiments_01_08,keep_reference,"generated evidence/result artifact; preserve important reports and manifests, raw bulk may be archived if reproducible",experiments/05_reflective_stability_of_incompleteness/results/partial_stability_heatmap.svg
